,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction
116,97502,observation,1547532900,97502,Sorong,1547521200,D,85,28,2800,Mostly Cloudy,2.0,Falling,79,98,81,29.76,5,85,190.0,S,,6,,,,,,Very High,98,8,,,,,62.5,,,,,,,,,
117,97502,observation,1547543700,97502,Sorong,1547532000,D,85,28,2800,Mostly Cloudy,2.0,Falling,78,96,79,29.69,4,85,360.0,N,,6,,,,,,Moderate,96,4,,,,,50.0,,,,,,,,,
118,97502,observation,1547554500,97502,Sorong,1547542800,D,78,12,1200,Rain,1.0,Rising,77,81,96,29.74,1,78,260.0,W,,9,,,,,,Low,81,0,,,,,75.0,,,,,,,,,
119,97502,observation,1547565300,97502,Sorong,1547553600,N,78,11,1101,Light Rain Shower,1.0,Rising,77,80,97,29.79,2,78,70.0,ENE,,3,87.0,,,,,Low,80,0,,,,,75.0,,,,,,,,,
120,97502,observation,1547576100,97502,Sorong,1547564400,N,77,27,2700,Mostly Cloudy,2.0,Falling Rapidly,76,79,97,29.78,3,77,80.0,E,,2,,,,,,Low,79,0,,,,,62.5,,,,,,,,,
121,97502,observation,1547586900,97502,Sorong,1547575200,N,77,27,2700,Mostly Cloudy,2.0,Falling,76,77,97,29.72,3,77,100.0,E,,3,,,,,,Low,77,0,,,,,62.5,,,,,,,,,
122,97502,observation,1547597700,97502,Sorong,1547586000,D,77,28,2800,Mostly Cloudy,1.0,Rising Rapidly,76,77,98,29.75,3,77,340.0,NNW,,2,,,,,,Low,77,0,,,,,62.5,,,,,,,,,
123,97502,observation,1547608500,97502,Sorong,1547596800,D,83,28,2800,Mostly Cloudy,1.0,Rising,77,92,82,29.8,4,83,100.0,E,,5,,76.0,1.26,,,Moderate,92,3,,,,,50.0,,,,,,,,,
124,97502,observation,1547619300,97502,Sorong,1547607600,D,85,28,2800,Mostly Cloudy,2.0,Falling,76,96,74,29.75,4,85,240.0,WSW,,8,,,,,,Very High,96,8,,,,,50.0,,,,,,,,,
125,97502,observation,1547630100,97502,Sorong,1547618400,D,85,28,2800,Mostly Cloudy,2.0,Falling,78,96,81,29.7,4,85,250.0,WSW,,6,,,,,,Moderate,96,4,,,,,50.0,,,,,,,,,
126,97502,observation,1547640900,97502,Sorong,1547629200,D,77,11,1201,Light Rain,1.0,Rising,75,78,94,29.74,3,77,,CALM,,0,,,,,,Low,78,0,,,,,62.5,,,,,,,,,
127,97502,observation,1547651700,97502,Sorong,1547640000,N,78,11,1201,Light Rain,1.0,Rising,76,79,96,29.8,3,78,330.0,NNW,,2,87.0,,,,,Low,79,0,,,,,62.5,,,,,,,,,
128,97502,observation,1547662500,97502,Sorong,1547650800,N,78,27,2700,Mostly Cloudy,2.0,Falling,75,81,91,29.79,3,78,,CALM,,0,,,,,,Low,81,0,,,,,50.0,,,,,,,,,
129,97502,observation,1547673300,97502,Sorong,1547661600,N,77,27,2700,Mostly Cloudy,2.0,Falling,75,77,96,29.72,3,77,,CALM,,0,,,,,,Low,77,0,,,,,50.0,,,,,,,,,
130,97502,observation,1547684100,97502,Sorong,1547672400,D,76,30,3000,Partly Cloudy,1.0,Rising,75,76,98,29.73,3,76,30.0,NNE,,2,,,,,,Low,76,0,,,,,25.0,,,,,,,,,
131,97502,observation,1547694900,97502,Sorong,1547683200,D,81,30,3000,Partly Cloudy,1.0,Rising,76,88,85,29.79,4,81,,CALM,,0,,76.0,0.24,,,Moderate,88,3,,,,,50.0,,,,,,,,,
132,97502,observation,1547705700,97502,Sorong,1547694000,D,86,30,3000,Partly Cloudy,2.0,Falling,77,96,75,29.75,5,86,240.0,WSW,,8,,,,,,Very High,96,9,,,,,50.0,,,,,,,,,
133,97502,observation,1547716500,97502,Sorong,1547704800,D,82,28,2800,Mostly Cloudy,0.0,Steady,76,89,81,29.69,4,82,240.0,WSW,,7,,,,,,Moderate,89,4,,,,,62.5,,,,,,,,,
134,97502,observation,1547727300,97502,Sorong,1547715600,D,77,11,1100,Rain Shower,1.0,Rising,75,78,94,29.73,1,77,290.0,WNW,,2,,,,,,Low,78,0,,,,,75.0,,,,,,,,,
135,97502,observation,1547738100,97502,Sorong,1547726400,N,77,11,1201,Light Rain,1.0,Rising,76,77,97,29.79,3,77,90.0,E,,2,87.0,,,,,Low,77,0,,,,,37.5,,,,,,,,,
136,97502,observation,1547748900,97502,Sorong,1547737200,N,77,11,1201,Light Rain,0.0,Steady,75,77,95,29.8,3,77,220.0,SW,,7,,,,,,Low,77,0,,,,,37.5,,,,,,,,,
137,97502,observation,1547759700,97502,Sorong,1547748000,N,76,29,2900,Partly Cloudy,2.0,Falling,73,76,92,29.74,3,76,30.0,NNE,,2,,,,,,Low,76,0,,,,,37.5,,,,,,,,,
138,97502,observation,1547770500,97502,Sorong,1547758800,D,76,30,3000,Partly Cloudy,1.0,Rising,75,76,97,29.77,3,76,70.0,ENE,,3,,,,,,Low,76,0,,,,,37.5,,,,,,,,,
139,97502,observation,1547781300,97502,Sorong,1547769600,D,79,11,1201,Light Rain,1.0,Rising,77,84,92,29.82,2,79,330.0,NNW,,6,,76.0,0.67,,,Low,84,2,,,,,62.5,,,,,,,,,
140,97502,observation,1547792100,97502,Sorong,1547780400,D,85,28,2800,Mostly Cloudy,2.0,Falling,76,95,75,29.78,4,85,300.0,WNW,,12,,,,,,High,95,7,,,,,62.5,,,,,,,,,
141,97502,observation,1547802900,97502,Sorong,1547791200,D,80,11,1201,Light Rain,2.0,Falling,77,87,90,29.74,3,80,300.0,WNW,,7,,,,,,Moderate,87,4,,,,,62.5,,,,,,,,,
142,97502,observation,1547813700,97502,Sorong,1547802000,D,80,28,2800,Mostly Cloudy,1.0,Rising Rapidly,77,85,92,29.76,3,80,350.0,N,,3,,,,,,Low,85,0,,,,,62.5,,,,,,,,,
143,97502,observation,1547824500,97502,Sorong,1547812800,N,80,27,2700,Mostly Cloudy,1.0,Rising,75,86,83,29.82,3,80,360.0,N,,2,87.0,,,,,Low,86,0,,,,,62.5,,,,,,,,,
144,97502,observation,1547835300,97502,Sorong,1547823600,N,80,29,2900,Partly Cloudy,2.0,Falling Rapidly,75,84,85,29.81,3,80,,CALM,,0,,,,,,Low,84,0,,,,,37.5,,,,,,,,,
145,97502,observation,1547846100,97502,Sorong,1547834400,N,77,29,2900,Partly Cloudy,2.0,Falling,75,77,95,29.75,3,77,20.0,NNE,,2,,,,,,Low,77,0,,,,,37.5,,,,,,,,,
146,97502,observation,1547856900,97502,Sorong,1547845200,D,76,30,3000,Partly Cloudy,1.0,Rising Rapidly,75,76,97,29.77,3,76,50.0,NE,,2,,,,,,Low,76,0,,,,,37.5,,,,,,,,,
147,97502,observation,1547867700,97502,Sorong,1547856000,D,83,28,2800,Mostly Cloudy,1.0,Rising,76,92,79,29.81,5,83,280.0,W,,5,,76.0,0.24,,,Moderate,92,3,,,,,50.0,,,,,,,,,
148,97502,observation,1547878500,97502,Sorong,1547866800,D,85,28,2800,Mostly Cloudy,2.0,Falling,77,96,77,29.78,6,85,240.0,WSW,,12,,,,,,Very High,96,8,,,,,50.0,,,,,,,,,
149,97502,observation,1547889300,97502,Sorong,1547877600,D,86,30,3000,Partly Cloudy,2.0,Falling,76,96,70,29.71,5,86,330.0,NNW,,8,,,,,,Moderate,96,5,,,,,37.5,,,,,,,,,
150,97502,observation,1547900100,97502,Sorong,1547888400,D,83,30,3000,Partly Cloudy,1.0,Rising,76,92,78,29.74,4,83,320.0,NW,,3,,,,,,Low,92,0,,,,,37.5,,,,,,,,,
151,97502,observation,1547910900,97502,Sorong,1547899200,N,80,29,2900,Partly Cloudy,1.0,Rising,77,86,90,29.8,3,80,,CALM,,0,87.0,,,,,Low,86,0,,,,,25.0,,,,,,,,,
152,97502,observation,1547921700,97502,Sorong,1547910000,N,78,29,2900,Partly Cloudy,2.0,Falling,77,81,95,29.77,3,78,50.0,NE,,3,,,,,,Low,81,0,,,,,25.0,,,,,,,,,
153,97502,observation,1547932500,97502,Sorong,1547920800,N,77,29,2900,Partly Cloudy,2.0,Falling,74,78,90,29.78,3,77,,CALM,,0,,,,,,Low,78,0,,,,,25.0,,,,,,,,,
154,97502,observation,1547943300,97502,Sorong,1547931600,D,76,30,3000,Partly Cloudy,1.0,Rising,75,76,97,29.72,3,76,,CALM,,0,,,,,,Low,76,0,,,,,25.0,,,,,,,,,
155,97502,observation,1547954100,97502,Sorong,1547942400,D,85,30,3000,Partly Cloudy,1.0,Rising,78,96,79,29.78,5,85,,CALM,,0,,76.0,,,,Moderate,96,3,,,,,37.5,,,,,,,,,
156,97502,observation,1547964900,97502,Sorong,1547953200,D,88,30,3000,Partly Cloudy,2.0,Falling,73,96,61,29.77,5,88,250.0,WSW,,7,,,,,,Extreme,96,11,,,,,37.5,,,,,,,,,
157,97502,observation,1547975700,97502,Sorong,1547964000,D,89,34,3400,Fair,2.0,Falling,76,99,65,29.7,6,89,270.0,W,,8,,,,,,High,99,6,,,,,25.0,,,,,,,,,
158,97502,observation,1547986500,97502,Sorong,1547974800,D,85,34,3400,Fair,1.0,Rising Rapidly,77,94,77,29.72,4,85,330.0,NNW,,6,,,,,,Low,94,0,,,,,25.0,,,,,,,,,
159,97502,observation,1547997300,97502,Sorong,1547985600,N,81,29,2900,Partly Cloudy,1.0,Rising,74,86,81,29.79,4,81,60.0,ENE,,2,89.0,,,,,Low,86,0,,,,,37.5,,,,,,,,,
160,97502,observation,1548008100,97502,Sorong,1547996400,N,80,29,2900,Partly Cloudy,2.0,Falling Rapidly,76,85,89,29.78,4,80,30.0,NNE,,2,,,,,,Low,85,0,,,,,37.5,,,,,,,,,
161,97502,observation,1548018900,97502,Sorong,1548007200,N,78,29,2900,Partly Cloudy,2.0,Falling,76,79,96,29.74,4,78,150.0,SSE,,2,,,,,,Low,79,0,,,,,37.5,,,,,,,,,
162,97502,observation,1548029700,97502,Sorong,1548018000,D,78,30,3000,Partly Cloudy,1.0,Rising Rapidly,76,81,93,29.75,4,78,70.0,ENE,,3,,,,,,Low,81,0,,,,,37.5,,,,,,,,,
163,97502,observation,1548040500,97502,Sorong,1548028800,D,84,30,3000,Partly Cloudy,1.0,Rising,78,96,81,29.79,5,84,70.0,ENE,,6,,76.0,,,,Moderate,96,3,,,,,37.5,,,,,,,,,
164,97502,observation,1548051300,97502,Sorong,1548039600,D,89,30,3000,Partly Cloudy,2.0,Falling,75,100,62,29.74,6,89,30.0,NNE,,9,,,,,,Extreme,100,11,,,,,25.0,,,,,,,,,
165,97502,observation,1548062100,97502,Sorong,1548050400,D,89,30,3000,Partly Cloudy,2.0,Falling,77,101,67,29.68,5,89,360.0,N,,13,,,,,,High,101,6,,,,,37.5,,,,,,,,,
166,97502,observation,1548072900,97502,Sorong,1548061200,D,85,30,3000,Partly Cloudy,1.0,Rising Rapidly,78,96,78,29.7,3,85,40.0,NE,,7,,,,,,Low,96,0,,,,,37.5,,,,,,,,,
167,97502,observation,1548083700,97502,Sorong,1548072000,N,83,29,2900,Partly Cloudy,1.0,Rising,77,91,83,29.77,3,83,40.0,NE,,7,91.0,,,,,Low,91,0,,,,,37.5,,,,,,,,,
168,97502,observation,1548094500,97502,Sorong,1548082800,N,83,33,3300,Fair,1.0,Rising,76,90,79,29.79,3,83,20.0,NNE,,6,,,,,,Low,90,0,,,,,25.0,,,,,,,,,
169,97502,observation,1548105300,97502,Sorong,1548093600,N,82,33,3300,Fair,2.0,Falling,77,90,85,29.75,3,82,30.0,NNE,,7,,,,,,Low,90,0,,,,,25.0,,,,,,,,,
170,97502,observation,1548116100,97502,Sorong,1548104400,D,82,34,3400,Fair,0.0,Steady,77,89,85,29.75,3,82,20.0,NNE,,8,,,,,,Low,89,0,,,,,25.0,,,,,,,,,
171,97502,observation,1548126900,97502,Sorong,1548115200,D,86,34,3400,Fair,1.0,Rising,77,97,73,29.78,4,86,30.0,NNE,,5,,81.0,,,,Moderate,97,4,,,,,25.0,,,,,,,,,
172,97502,observation,1548137700,97502,Sorong,1548126000,D,88,34,3400,Fair,2.0,Falling Rapidly,75,98,64,29.76,4,88,30.0,NNE,,9,,,,,,Extreme,98,12,,,,,25.0,,,,,,,,,
173,97502,observation,1548148500,97502,Sorong,1548136800,D,89,34,3400,Fair,2.0,Falling,75,100,62,29.7,4,89,30.0,NNE,,9,,,,,,High,100,6,,,,,25.0,,,,,,,,,
174,97502,observation,1548159300,97502,Sorong,1548147600,D,86,30,3000,Partly Cloudy,1.0,Rising,75,94,70,29.72,4,86,60.0,ENE,,7,,,,,,Low,94,0,,,,,37.5,,,,,,,,,
175,97502,observation,1548170100,97502,Sorong,1548158400,N,83,29,2900,Partly Cloudy,1.0,Rising,77,91,82,29.77,3,83,,CALM,,0,91.0,,,,,Low,91,0,,,,,37.5,,,,,,,,,
176,97502,observation,1548180900,97502,Sorong,1548169200,N,81,29,2900,Partly Cloudy,1.0,Rising,77,88,87,29.78,3,81,,CALM,,0,,,,,,Low,88,0,,,,,25.0,,,,,,,,,
177,97502,observation,1548191700,97502,Sorong,1548180000,N,79,29,2900,Partly Cloudy,2.0,Falling,76,83,91,29.74,3,79,30.0,NNE,,3,,,,,,Low,83,0,,,,,25.0,,,,,,,,,
178,97502,observation,1548202500,97502,Sorong,1548190800,D,79,30,3000,Partly Cloudy,1.0,Rising,76,82,93,29.76,3,79,,CALM,,0,,,,,,Low,82,0,,,,,25.0,,,,,,,,,
179,97502,observation,1548213300,97502,Sorong,1548201600,D,87,34,3400,Fair,1.0,Rising,77,99,73,29.8,4,87,310.0,NW,,3,,78.0,,,,Moderate,99,4,,,,,25.0,,,,,,,,,
180,97502,observation,1548224100,97502,Sorong,1548212400,D,90,34,3400,Fair,2.0,Falling,75,101,61,29.75,5,90,290.0,WNW,,6,,,,,,Extreme,101,12,,,,,25.0,,,,,,,,,
181,97502,observation,1548234900,97502,Sorong,1548223200,D,90,34,3400,Fair,2.0,Falling,75,100,61,29.7,6,90,330.0,NNW,,7,,,,,,High,100,6,,,,,25.0,,,,,,,,,
182,97502,observation,1548245700,97502,Sorong,1548234000,D,86,34,3400,Fair,1.0,Rising Rapidly,76,96,73,29.72,4,86,360.0,N,,8,,,,,,Low,96,0,,,,,25.0,,,,,,,,,
183,97502,observation,1548256500,97502,Sorong,1548244800,N,83,29,2900,Partly Cloudy,1.0,Rising,77,92,81,29.78,4,83,350.0,N,,5,91.0,,,,,Low,92,0,,,,,37.5,,,,,,,,,
184,97502,observation,1548267300,97502,Sorong,1548255600,N,83,29,2900,Partly Cloudy,0.0,Steady,78,92,84,29.8,4,83,20.0,NNE,,2,,,,,,Low,92,0,,,,,37.5,,,,,,,,,
185,97502,observation,1548278100,97502,Sorong,1548266400,N,80,29,2900,Partly Cloudy,2.0,Falling,77,87,90,29.75,4,80,60.0,ENE,,5,,,,,,Low,87,0,,,,,37.5,,,,,,,,,
186,97502,observation,1548288900,97502,Sorong,1548277200,D,83,30,3000,Partly Cloudy,0.0,Steady,78,92,84,29.8,4,83,20.0,NNE,,2,,,,,,Low,92,0,,,,,37.5,,,,,,,,,
187,97502,observation,1548299700,97502,Sorong,1548288000,D,86,30,3000,Partly Cloudy,1.0,Rising,79,99,81,29.83,4,86,240.0,WSW,,3,,78.0,,,,Moderate,99,3,,,,,37.5,,,,,,,,,
188,97502,observation,1548310500,97502,Sorong,1548298800,D,89,30,3000,Partly Cloudy,2.0,Falling,78,103,71,29.79,5,89,250.0,WSW,,6,,,,,,Very High,103,10,,,,,37.5,,,,,,,,,
189,97502,observation,1548321300,97502,Sorong,1548309600,D,87,30,3000,Partly Cloudy,2.0,Falling,76,97,68,29.73,5,87,240.0,WSW,,10,,,,,,Moderate,97,5,,,,,37.5,,,,,,,,,
190,97502,observation,1548332100,97502,Sorong,1548320400,D,85,28,2800,Mostly Cloudy,1.0,Rising Rapidly,76,95,74,29.77,3,85,340.0,NNW,,5,,,,,,Low,95,0,,,,,50.0,,,,,,,,,
191,97502,observation,1548342900,97502,Sorong,1548331200,N,82,27,2700,Mostly Cloudy,1.0,Rising,78,91,85,29.83,3,82,60.0,ENE,,2,91.0,,,,,Low,91,0,,,,,50.0,,,,,,,,,
192,97502,observation,1548353700,97502,Sorong,1548342000,N,81,29,2900,Partly Cloudy,2.0,Falling Rapidly,77,87,87,29.83,3,81,50.0,NE,,2,,,,,,Low,87,0,,,,,50.0,,,,,,,,,
193,97502,observation,1548364500,97502,Sorong,1548352800,N,80,27,2700,Mostly Cloudy,2.0,Falling,77,85,92,29.78,3,80,60.0,ENE,,3,,,,,,Low,85,0,,,,,50.0,,,,,,,,,
194,97502,observation,1548375300,97502,Sorong,1548363600,D,78,26,2600,Cloudy,1.0,Rising Rapidly,77,82,95,29.8,3,78,70.0,ENE,,2,,,,,,Low,82,0,,,,,50.0,,,,,,,,,
195,97502,observation,1548386100,97502,Sorong,1548374400,D,86,30,3000,Partly Cloudy,1.0,Rising,80,102,81,29.81,4,86,60.0,ENE,,3,,78.0,,,,Moderate,102,3,,,,,37.5,,,,,,,,,
196,97502,observation,1548396900,97502,Sorong,1548385200,D,89,30,3000,Partly Cloudy,2.0,Falling,79,104,71,29.79,5,89,260.0,W,,9,,,,,,Very High,104,10,,,,,37.5,,,,,,,,,
197,97502,observation,1548407700,97502,Sorong,1548396000,D,89,28,2800,Mostly Cloudy,2.0,Falling,76,100,64,29.72,5,89,330.0,NNW,,8,,,,,,Moderate,100,5,,,,,50.0,,,,,,,,,
198,97502,observation,1548418500,97502,Sorong,1548406800,D,85,28,2800,Mostly Cloudy,1.0,Rising Rapidly,76,95,73,29.76,4,85,330.0,NNW,,5,,,,,,Low,95,0,,,,,62.5,,,,,,,,,
199,97502,observation,1548429300,97502,Sorong,1548417600,N,82,29,2900,Partly Cloudy,1.0,Rising,76,90,82,29.84,3,82,,CALM,,0,90.0,,,,,Low,90,0,,,,,37.5,,,,,,,,,
200,97502,observation,1548440100,97502,Sorong,1548428400,N,81,29,2900,Partly Cloudy,2.0,Falling,77,87,88,29.83,3,81,,CALM,,0,,,,,,Low,87,0,,,,,25.0,,,,,,,,,
201,97502,observation,1548450900,97502,Sorong,1548439200,N,79,29,2900,Partly Cloudy,2.0,Falling,77,84,93,29.79,3,79,,CALM,,0,,,,,,Low,84,0,,,,,25.0,,,,,,,,,
202,97502,observation,1548461700,97502,Sorong,1548450000,D,79,30,3000,Partly Cloudy,1.0,Rising,77,83,95,29.8,3,79,,CALM,,0,,,,,,Low,83,0,,,,,25.0,,,,,,,,,
203,97502,observation,1548472500,97502,Sorong,1548460800,D,84,30,3000,Partly Cloudy,1.0,Rising,75,93,74,29.85,5,84,330.0,NNW,,6,,78.0,,,,Moderate,93,3,,,,,37.5,,,,,,,,,
204,97502,observation,1548483300,97502,Sorong,1548471600,D,89,28,2800,Mostly Cloudy,2.0,Falling,78,103,68,29.8,6,89,260.0,W,,8,,,,,,Very High,103,8,,,,,50.0,,,,,,,,,
205,97502,observation,1548494100,97502,Sorong,1548482400,D,87,28,2800,Mostly Cloudy,2.0,Falling,79,101,76,29.73,4,87,290.0,WNW,,10,,,,,,Moderate,101,5,,,,,50.0,,,,,,,,,
206,97502,observation,1548504900,97502,Sorong,1548493200,D,84,28,2800,Mostly Cloudy,1.0,Rising,78,95,83,29.76,4,84,300.0,WNW,,5,,,,,,Low,95,0,,,,,50.0,,,,,,,,,
207,97502,observation,1548515700,97502,Sorong,1548504000,N,83,29,2900,Partly Cloudy,1.0,Rising,78,94,85,29.81,4,83,260.0,W,,3,90.0,,,,,Low,94,0,,,,,37.5,,,,,,,,,
208,97502,observation,1548526500,97502,Sorong,1548514800,N,83,29,2900,Partly Cloudy,0.0,Steady,77,92,82,29.83,3,83,280.0,W,,7,,,,,,Low,92,0,,,,,37.5,,,,,,,,,
209,97502,observation,1548537300,97502,Sorong,1548525600,N,76,11,1201,Light Rain,2.0,Falling,74,77,91,29.8,3,76,280.0,W,,5,,,,,,Low,77,0,,,,,37.5,,,,,,,,,
210,97502,observation,1548548100,97502,Sorong,1548536400,D,76,11,1201,Light Rain,1.0,Rising Rapidly,74,76,96,29.81,3,76,40.0,NE,,3,,,,,,Low,76,0,,,,,37.5,,,,,,,,,
211,97502,observation,1548558900,97502,Sorong,1548547200,D,78,28,2800,Mostly Cloudy,2.0,Falling,75,80,91,29.87,4,78,100.0,E,,3,,76.0,0.31,,,Low,80,2,,,,,62.5,,,,,,,,,
212,97502,observation,1548569700,97502,Sorong,1548558000,D,84,28,2800,Mostly Cloudy,2.0,Falling,76,93,75,29.83,4,84,290.0,WNW,,6,,,,,,Very High,93,8,,,,,50.0,,,,,,,,,
213,97502,observation,1548580500,97502,Sorong,1548568800,D,85,28,2800,Mostly Cloudy,2.0,Falling,76,95,72,29.75,5,85,270.0,W,,9,,,,,,Moderate,95,5,,,,,50.0,,,,,,,,,
214,97502,observation,1548591300,97502,Sorong,1548579600,D,83,28,2800,Mostly Cloudy,1.0,Rising Rapidly,78,92,85,29.78,4,83,320.0,NW,,6,,,,,,Low,92,0,,,,,50.0,,,,,,,,,
215,97502,observation,1548602100,97502,Sorong,1548590400,N,82,29,2900,Partly Cloudy,1.0,Rising,77,90,84,29.83,3,82,290.0,WNW,,5,88.0,,,,,Low,90,0,,,,,50.0,,,,,,,,,
216,97502,observation,1548612900,97502,Sorong,1548601200,N,81,29,2900,Partly Cloudy,2.0,Falling Rapidly,76,87,86,29.82,3,81,,CALM,,0,,,,,,Low,87,0,,,,,37.5,,,,,,,,,
217,97502,observation,1548623700,97502,Sorong,1548612000,N,78,33,3300,Fair,2.0,Falling,76,80,95,29.76,3,78,,CALM,,0,,,,,,Low,80,0,,,,,25.0,,,,,,,,,
218,97502,observation,1548634500,97502,Sorong,1548622800,D,77,34,3400,Fair,1.0,Rising Rapidly,76,77,96,29.78,3,77,50.0,NE,,2,,,,,,Low,77,0,,,,,25.0,,,,,,,,,
219,97502,observation,1548645300,97502,Sorong,1548633600,D,84,30,3000,Partly Cloudy,1.0,Rising,78,95,80,29.82,5,84,270.0,W,,8,,77.0,,,,Moderate,95,3,,,,,37.5,,,,,,,,,
220,97502,observation,1548656100,97502,Sorong,1548644400,D,84,11,1101,Light Rain Shower,2.0,Falling,77,94,77,29.81,3,84,310.0,NW,,9,,,,,,Very High,94,8,,,,,50.0,,,,,,,,,
221,97502,observation,1548666900,97502,Sorong,1548655200,D,85,28,2800,Mostly Cloudy,2.0,Falling,78,97,79,29.76,4,85,310.0,NW,,5,,,,,,Moderate,97,5,,,,,62.5,,,,,,,,,
222,97502,observation,1548677700,97502,Sorong,1548666000,D,83,28,2800,Mostly Cloudy,1.0,Rising Rapidly,76,92,80,29.78,4,83,10.0,N,,3,,,,,,Low,92,0,,,,,50.0,,,,,,,,,
223,97502,observation,1548688500,97502,Sorong,1548676800,N,81,29,2900,Partly Cloudy,1.0,Rising,77,87,87,29.84,3,81,,CALM,,0,88.0,,,,,Low,87,0,,,,,37.5,,,,,,,,,
224,97502,observation,1548699300,97502,Sorong,1548687600,N,78,29,2900,Partly Cloudy,1.0,Rising,76,82,93,29.84,3,78,,CALM,,0,,,,,,Low,82,0,,,,,37.5,,,,,,,,,
225,97502,observation,1548710100,97502,Sorong,1548698400,N,77,29,2900,Partly Cloudy,2.0,Falling,76,78,96,29.78,3,77,,CALM,,0,,,,,,Low,78,0,,,,,37.5,,,,,,,,,
226,97502,observation,1548720900,97502,Sorong,1548709200,D,77,28,2800,Mostly Cloudy,1.0,Rising,76,77,96,29.81,3,77,,CALM,,0,,,,,,Low,77,0,,,,,50.0,,,,,,,,,
227,97502,observation,1548731700,97502,Sorong,1548720000,D,82,28,2800,Mostly Cloudy,1.0,Rising,78,90,87,29.87,4,82,120.0,ESE,,2,,77.0,0.31,,,Low,90,2,,,,,62.5,,,,,,,,,
228,97502,observation,1548742500,97502,Sorong,1548730800,D,85,28,2800,Mostly Cloudy,2.0,Falling,79,97,81,29.83,4,85,210.0,SSW,,8,,,,,,High,97,7,,,,,62.5,,,,,,,,,
229,97502,observation,1548753300,97502,Sorong,1548741600,D,86,28,2800,Mostly Cloudy,2.0,Falling,78,98,77,29.75,5,86,290.0,WNW,,7,,,,,,Moderate,98,5,,,,,50.0,,,,,,,,,
230,97502,observation,1548764100,97502,Sorong,1548752400,D,83,28,2800,Mostly Cloudy,1.0,Rising,78,92,84,29.78,5,83,350.0,N,,2,,,,,,Low,92,0,,,,,50.0,,,,,,,,,
231,97502,observation,1548774900,97502,Sorong,1548763200,N,81,29,2900,Partly Cloudy,1.0,Rising,78,89,90,29.86,4,81,,CALM,,0,86.0,,,,,Low,89,0,,,,,37.5,,,,,,,,,
232,97502,observation,1548785700,97502,Sorong,1548774000,N,80,29,2900,Partly Cloudy,0.0,Steady,78,85,94,29.86,4,80,40.0,NE,,2,,,,,,Low,85,0,,,,,37.5,,,,,,,,,
233,97502,observation,1548796500,97502,Sorong,1548784800,N,78,29,2900,Partly Cloudy,2.0,Falling,77,82,95,29.8,4,78,50.0,NE,,2,,,,,,Low,82,0,,,,,37.5,,,,,,,,,
234,97502,observation,1548807300,97502,Sorong,1548795600,D,78,11,1201,Light Rain,1.0,Rising,76,79,94,29.83,3,78,40.0,NE,,2,,,,,,Low,79,0,,,,,62.5,,,,,,,,,
235,97502,observation,1548818100,97502,Sorong,1548806400,D,82,28,2800,Mostly Cloudy,1.0,Rising,78,90,88,29.9,4,82,120.0,ESE,,3,,77.0,,,,Low,90,2,,,,,62.5,,,,,,,,,
236,97502,observation,1548828900,97502,Sorong,1548817200,D,85,28,2800,Mostly Cloudy,2.0,Falling,78,96,80,29.86,4,85,280.0,W,,8,,,,,,High,96,7,,,,,62.5,,,,,,,,,
237,97502,observation,1548839700,97502,Sorong,1548828000,D,84,28,2800,Mostly Cloudy,2.0,Falling,77,94,78,29.8,4,84,330.0,NNW,,6,,,,,,Moderate,94,4,,,,,62.5,,,,,,,,,
238,97502,observation,1548850500,97502,Sorong,1548838800,D,80,28,2800,Mostly Cloudy,1.0,Rising,75,86,85,29.81,3,80,20.0,NNE,,3,,,,,,Low,86,0,,,,,62.5,,,,,,,,,
239,97502,observation,1548861300,97502,Sorong,1548849600,N,79,27,2700,Mostly Cloudy,1.0,Rising,76,83,91,29.87,3,79,,CALM,,0,86.0,,,,,Low,83,0,,,,,50.0,,,,,,,,,
240,97502,observation,1548872100,97502,Sorong,1548860400,N,79,29,2900,Partly Cloudy,0.0,Steady,77,83,93,29.87,3,79,20.0,NNE,,2,,,,,,Low,83,0,,,,,50.0,,,,,,,,,
241,97502,observation,1548882900,97502,Sorong,1548871200,N,77,29,2900,Partly Cloudy,2.0,Falling,76,79,95,29.81,3,77,60.0,ENE,,3,,,,,,Low,79,0,,,,,50.0,,,,,,,,,
242,97502,observation,1548893700,97502,Sorong,1548882000,D,76,34,3400,Fair,1.0,Rising Rapidly,76,76,97,29.82,3,76,100.0,E,,2,,,,,,Low,76,0,,,,,25.0,,,,,,,,,
243,97502,observation,1548904500,97502,Sorong,1548892800,D,85,30,3000,Partly Cloudy,1.0,Rising,76,94,75,29.87,5,85,320.0,NW,,7,,77.0,35.43,,,Moderate,94,3,,,,,37.5,,,,,,,,,
